_id,RSS,Region,Nom_etablissement,Nom_installation,No_permis_installation,Nombre_de_civieres_fonctionnelles,Nombre_de_civieres_occupees,Nombre_de_patients_sur_civiere_plus_de_24_heures,Nombre_de_patients_sur_civiere_plus_de_48_heures,Nombre_total_de_patients_presents_a_lurgence,Nombre_total_de_patients_en_attente_de_PEC,DMS_sur_civiere,DMS_ambulatoire,DMS_sur_civiere_horaire,DMS_ambulatoire_horaire,Heure_de_l'extraction_(image),Mise_a_jour
1,01,Bas-Saint-Laurent,Total régional,Total régional,,52,32,3,2,55,13,8.60517647058823,3.39597222222222,8:36,3:23,04:00:00,2026-03-10T4:45
2,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9,5,0,0,10,0,8.95,3.79,8:57,3:47,04:00:00,2026-03-10T4:45
3,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7,3,0,0,4,0,5.4,2.84,5:24,2:50,04:00:00,2026-03-10T4:45
4,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3,1,0,0,1,0,4.52,2.76,4:31,2:45,04:00:00,2026-03-10T4:45
5,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7,8,3,2,8,0,9.9,3.01,9:54,3:00,04:00:00,2026-03-10T4:45
6,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5,0,0,0,0,0,5.33,2.72,5:19,2:43,04:00:00,2026-03-10T4:45
7,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6,4,0,0,5,0,11.31,3.42,11:18,3:25,04:00:00,2026-03-10T4:45
8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,12,7,0,0,22,13,10.95,4.11,10:57,4:06,04:00:00,2026-03-10T4:45
9,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3,4,0,0,5,0,4.11,3.97,4:06,3:58,04:00:00,2026-03-10T4:45
10,02,Saguenay-Lac-Saint-Jean,Total régional,Total régional,,104,83,11,4,141,49,11.0942528735632,4.21415584415584,11:05,4:12,04:00:00,2026-03-10T4:45
11,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,41,42,11,4,60,15,13.74,4.52,13:44,4:31,04:00:00,2026-03-10T4:45
